Gene stable ID	Gene name	NCBI gene ID
WBGene00047773	21ur-1748	
WBGene00047774	21ur-5366	
WBGene00047775	21ur-1731	
WBGene00047776	21ur-1251	
WBGene00047777	21ur-1833	
WBGene00047778	21ur-782	
WBGene00047779	21ur-4737	
WBGene00047780	21ur-2022	
WBGene00047781	21ur-2346	
WBGene00047782	21ur-2873	
WBGene00047783	21ur-5093	
WBGene00047784	21ur-4710	
WBGene00047785	21ur-4607	
WBGene00047786	21ur-195	
WBGene00047787	21ur-5433	
WBGene00047788	21ur-5027	
WBGene00047789	21ur-3068	
WBGene00047790	21ur-1579	
WBGene00047791	21ur-4696	
WBGene00047792	21ur-4229	
WBGene00047793	21ur-458	
WBGene00047794	21ur-1361	
WBGene00047795	21ur-3113	
WBGene00047796	21ur-4183	
WBGene00047797	21ur-3172	
WBGene00047798	21ur-366	
WBGene00047799	21ur-5447	
WBGene00047800	21ur-4901	
WBGene00047801	21ur-5000	
WBGene00047802	21ur-4631	
WBGene00047803	21ur-675	
WBGene00047804	21ur-3995	
WBGene00047805	21ur-2599	
WBGene00047806	21ur-1260	
WBGene00047807	21ur-638	
WBGene00047808	21ur-5315	
WBGene00047809	21ur-5036	
WBGene00047810	21ur-3187	
WBGene00047811	21ur-3145	
WBGene00047812	21ur-2713	
WBGene00047813	21ur-3613	
WBGene00047814	21ur-1320	
WBGene00047815	21ur-1752	
WBGene00047816	21ur-2612	
WBGene00047817	21ur-4537	
WBGene00047818	21ur-1963	
WBGene00047819	21ur-2447	
WBGene00047820	21ur-1101	
WBGene00047821	21ur-313	
WBGene00047822	21ur-1609	
WBGene00047823	21ur-5134	
WBGene00047824	21ur-1071	
WBGene00047825	21ur-5235	
WBGene00047826	21ur-1175	
WBGene00047827	21ur-3520	
WBGene00047828	21ur-2985	
WBGene00047829	21ur-5264	
WBGene00047830	21ur-4173	
WBGene00047831	21ur-4787	
WBGene00047832	21ur-5268	
WBGene00047833	21ur-4343	
WBGene00047834	21ur-2878	
WBGene00047835	21ur-199	
WBGene00047836	21ur-122	
WBGene00047837	21ur-5057	
WBGene00047838	21ur-3602	
WBGene00047839	21ur-3456	
WBGene00047840	21ur-1778	
WBGene00047841	21ur-5394	
WBGene00047842	21ur-343	
WBGene00047843	21ur-2912	
WBGene00047844	21ur-4547	
WBGene00047845	21ur-5150	
WBGene00047846	21ur-5215	
WBGene00047847	21ur-1930	
WBGene00047848	21ur-3416	
WBGene00047849	21ur-2001	
WBGene00047850	21ur-2842	
WBGene00047851	21ur-4512	
WBGene00047852	21ur-2982	
WBGene00047853	21ur-1876	
WBGene00047854	21ur-4002	
WBGene00047855	21ur-1117	
WBGene00047856	21ur-3398	
WBGene00047857	21ur-2816	
WBGene00047858	21ur-3651	
WBGene00047859	21ur-2194	
WBGene00047860	21ur-2850	
WBGene00047861	21ur-887	
WBGene00047862	21ur-2602	
WBGene00047863	21ur-1152	
WBGene00047864	21ur-202	
WBGene00047865	21ur-5169	
WBGene00047866	21ur-144	
WBGene00047867	21ur-5375	
WBGene00047868	21ur-3463	
WBGene00047869	21ur-3559	
WBGene00047870	21ur-1184	
WBGene00047871	21ur-545	
WBGene00047872	21ur-4074	
WBGene00047873	21ur-2664	
WBGene00047874	21ur-2637	
WBGene00047875	21ur-3383	
WBGene00047876	21ur-562	
WBGene00047877	21ur-3970	
WBGene00047878	21ur-3096	
WBGene00047879	21ur-742	
WBGene00047880	21ur-1162	
WBGene00047881	21ur-1390	
WBGene00047882	21ur-4645	
WBGene00047883	21ur-3040	
WBGene00047884	21ur-834	
WBGene00047885	21ur-226	
WBGene00047886	21ur-4916	
WBGene00047887	21ur-5210	
WBGene00047888	21ur-4315	
WBGene00047889	21ur-569	
WBGene00047890	21ur-482	
WBGene00047891	21ur-2114	
WBGene00047892	21ur-2120	
WBGene00047893	21ur-134	
WBGene00047894	21ur-3152	
WBGene00047895	21ur-4094	
WBGene00047896	21ur-2891	
WBGene00047897	21ur-3532	
WBGene00047898	21ur-1515	
WBGene00047899	21ur-914	
WBGene00047900	21ur-822	
WBGene00047901	21ur-5284	
WBGene00047902	21ur-1182	
WBGene00047903	21ur-3167	
WBGene00047905	21ur-5444	
WBGene00047906	21ur-2290	
WBGene00047907	21ur-1885	
WBGene00047908	21ur-3609	
WBGene00047909	21ur-1348	
WBGene00047910	21ur-3994	
WBGene00047911	21ur-421	
WBGene00047912	21ur-4661	
WBGene00047913	21ur-3627	
WBGene00047914	21ur-3391	
WBGene00047915	21ur-1267	
WBGene00047916	21ur-2841	
WBGene00047917	21ur-3789	
WBGene00047918	21ur-3286	
WBGene00047919	21ur-4632	
WBGene00047920	21ur-61	
WBGene00047921	21ur-873	
WBGene00047922	21ur-3020	
WBGene00047923	21ur-1658	
WBGene00047924	21ur-3552	
WBGene00047925	21ur-3292	
WBGene00047926	21ur-4942	
WBGene00047927	21ur-426	
WBGene00047928	21ur-4976	
WBGene00047929	21ur-5129	
WBGene00047930	21ur-2966	
WBGene00047931	21ur-4498	
WBGene00047932	21ur-1032	
WBGene00047933	21ur-3321	
WBGene00047934	21ur-4481	
WBGene00047935	21ur-4840	
WBGene00047936	21ur-733	
WBGene00047937	21ur-2226	
WBGene00047938	21ur-4522	
WBGene00047939	21ur-5204	
WBGene00047940	21ur-3323	
WBGene00047941	21ur-3	
WBGene00047942	21ur-1064	
WBGene00047943	21ur-4208	
WBGene00047944	21ur-2471	
WBGene00047945	21ur-1449	
WBGene00047946	21ur-3934	
WBGene00047947	21ur-5195	
WBGene00047948	21ur-3298	
WBGene00047949	21ur-2260	
WBGene00047950	21ur-497	
WBGene00047951	21ur-940	
WBGene00047952	21ur-1957	
WBGene00047953	21ur-3087	
WBGene00047954	21ur-2231	
WBGene00047955	21ur-291	
WBGene00047956	21ur-238	
WBGene00047957	21ur-4816	
WBGene00047958	21ur-5301	
WBGene00047959	21ur-3539	
WBGene00047960	21ur-2061	
WBGene00047961	21ur-524	
WBGene00047962	21ur-1537	
WBGene00047963	21ur-3703	
WBGene00047964	21ur-4297	
WBGene00047965	21ur-1080	
WBGene00047966	21ur-3188	
WBGene00047967	21ur-4734	
WBGene00047968	21ur-4586	
WBGene00047969	21ur-1942	
WBGene00047970	21ur-5205	
WBGene00047971	21ur-4451	
WBGene00047972	21ur-2294	
WBGene00047973	21ur-1962	
WBGene00047974	21ur-304	
WBGene00047975	21ur-5050	
WBGene00047976	21ur-1683	
WBGene00047977	21ur-2700	
WBGene00047978	21ur-2238	
WBGene00047979	21ur-3331	
WBGene00047980	21ur-4847	
WBGene00047981	21ur-1445	
WBGene00047982	21ur-4122	
WBGene00047983	21ur-3029	
WBGene00047984	21ur-1159	
WBGene00047985	21ur-4446	
WBGene00047986	21ur-2067	
WBGene00047987	21ur-1010	
WBGene00047988	21ur-2174	
WBGene00047989	21ur-32	
WBGene00047990	21ur-4080	
WBGene00047991	21ur-3899	
WBGene00047992	21ur-559	
WBGene00047993	21ur-3014	
WBGene00047994	21ur-5240	
WBGene00047995	21ur-2558	
WBGene00047996	21ur-4301	
WBGene00047997	21ur-1800	
WBGene00047998	21ur-3885	
WBGene00047999	21ur-1427	
WBGene00048000	21ur-4854	
WBGene00048001	21ur-2199	
WBGene00048002	21ur-5183	
WBGene00048003	21ur-3655	
WBGene00048004	21ur-392	
WBGene00048005	21ur-2838	
WBGene00048006	21ur-2690	
WBGene00048007	21ur-4613	
WBGene00048008	21ur-3231	
WBGene00048009	21ur-1218	
WBGene00048010	21ur-2671	
WBGene00048011	21ur-2716	
WBGene00048012	21ur-1777	
WBGene00048013	21ur-3598	
WBGene00048014	21ur-4996	
WBGene00048015	21ur-609	
WBGene00048016	21ur-2796	
WBGene00048017	21ur-3361	
WBGene00048018	21ur-3663	
WBGene00048019	21ur-5043	
WBGene00048020	21ur-3954	
WBGene00048021	21ur-510	
WBGene00048022	21ur-1811	
WBGene00048023	21ur-1611	
WBGene00048024	21ur-845	
WBGene00048025	21ur-4155	
WBGene00048026	21ur-3845	
WBGene00048027	21ur-2147	
WBGene00048028	21ur-1807	
WBGene00048029	21ur-5022	
WBGene00048030	21ur-4609	
WBGene00048031	21ur-851	
WBGene00048032	21ur-4039	
WBGene00048033	21ur-2425	
WBGene00048034	21ur-3419	
WBGene00048035	21ur-2079	
WBGene00048036	21ur-1108	
WBGene00048037	21ur-5438	
WBGene00048038	21ur-3774	
WBGene00048039	21ur-3905	
WBGene00048040	21ur-77	
WBGene00048041	21ur-418	
WBGene00048042	21ur-145	
WBGene00048043	21ur-4803	
WBGene00048044	21ur-2771	
WBGene00048045	21ur-356	
WBGene00048046	21ur-3904	
WBGene00048047	21ur-4308	
WBGene00048048	21ur-519	
WBGene00048049	21ur-724	
WBGene00048050	21ur-4083	
WBGene00048051	21ur-4716	
WBGene00048052	21ur-1675	
WBGene00048053	21ur-470	
WBGene00048054	21ur-4276	
WBGene00048055	21ur-4382	
WBGene00048056	21ur-3374	
WBGene00048057	21ur-1189	
WBGene00048058	21ur-3763	
WBGene00048059	21ur-4103	
WBGene00048060	21ur-1838	
WBGene00048061	21ur-4873	
WBGene00048062	21ur-2670	
WBGene00048063	21ur-2247	
WBGene00048064	21ur-2646	
WBGene00048065	21ur-576	
WBGene00048066	21ur-4220	
WBGene00048067	21ur-817	
WBGene00048068	21ur-1834	
WBGene00048069	21ur-1724	
WBGene00048070	21ur-2368	
WBGene00048071	21ur-3303	
WBGene00048072	21ur-3274	
WBGene00048073	21ur-2100	
WBGene00048074	21ur-5239	
WBGene00048075	21ur-4552	
WBGene00048076	21ur-577	
WBGene00048077	21ur-1645	
WBGene00048078	21ur-3312	
WBGene00048079	21ur-2979	
WBGene00048080	21ur-1646	
WBGene00048081	21ur-4029	
WBGene00048082	21ur-4100	
WBGene00048083	21ur-5308	
WBGene00048084	21ur-708	
WBGene00048085	21ur-2331	
WBGene00048086	21ur-604	
WBGene00048087	21ur-618	
WBGene00048088	21ur-5348	
WBGene00048089	21ur-945	
WBGene00048090	21ur-2200	
WBGene00048091	21ur-543	
WBGene00048092	21ur-1398	
WBGene00048093	21ur-1335	
WBGene00048094	21ur-1091	
WBGene00048095	21ur-1783	
WBGene00048096	21ur-2006	
WBGene00048097	21ur-1385	
WBGene00048098	21ur-644	
WBGene00048099	21ur-1974	
WBGene00048100	21ur-4162	
WBGene00048101	21ur-2301	
WBGene00048102	21ur-4393	
WBGene00048103	21ur-3495	
WBGene00048104	21ur-4875	
WBGene00048105	21ur-1330	
WBGene00048106	21ur-3226	
WBGene00048107	21ur-3139	
WBGene00048108	21ur-4988	
WBGene00048109	21ur-2480	
WBGene00048110	21ur-3243	
WBGene00048111	21ur-3448	
WBGene00048112	21ur-4621	
WBGene00048113	21ur-866	
WBGene00048114	21ur-4119	
WBGene00048115	21ur-3869	
WBGene00048116	21ur-2862	
WBGene00048117	21ur-636	
WBGene00048118	21ur-1178	
WBGene00048119	21ur-4674	
WBGene00048120	21ur-3210	
WBGene00048121	21ur-3923	
WBGene00048122	21ur-1254	
WBGene00048123	21ur-388	
WBGene00048124	21ur-4980	
WBGene00048125	21ur-4515	
WBGene00048126	21ur-3470	
WBGene00048127	21ur-1543	
WBGene00048128	21ur-4729	
WBGene00048129	21ur-3719	
WBGene00048130	21ur-3671	
WBGene00048131	21ur-489	
WBGene00048132	21ur-1421	
WBGene00048133	21ur-3252	
WBGene00048134	21ur-911	
WBGene00048135	21ur-3159	
WBGene00048136	21ur-2452	
WBGene00048137	21ur-3782	
WBGene00048138	21ur-2813	
WBGene00048139	21ur-5191	
WBGene00048140	21ur-1357	
WBGene00048141	21ur-5009	
WBGene00048142	21ur-2808	
WBGene00048143	21ur-3721	
WBGene00048144	21ur-3247	
WBGene00048145	21ur-1410	
WBGene00048146	21ur-3205	
WBGene00048147	21ur-184	
WBGene00048148	21ur-935	
WBGene00048149	21ur-2593	
WBGene00048150	21ur-1419	
WBGene00048151	21ur-3568	
WBGene00048152	21ur-4652	
WBGene00048153	21ur-3355	
WBGene00048154	21ur-1634	
WBGene00048155	21ur-3645	
WBGene00048156	21ur-846	
WBGene00048157	21ur-1796	
WBGene00048158	21ur-2536	
WBGene00048159	21ur-3427	
WBGene00048160	21ur-2450	
WBGene00048161	21ur-1298	
WBGene00048162	21ur-3560	
WBGene00048163	21ur-4131	
WBGene00048164	21ur-2327	
WBGene00048165	21ur-4283	
WBGene00048166	21ur-96	
WBGene00048167	21ur-2839	
WBGene00048168	21ur-4064	
WBGene00048169	21ur-2021	
WBGene00048170	21ur-1207	
WBGene00048171	21ur-285	
WBGene00048172	21ur-930	
WBGene00048173	21ur-161	
WBGene00048174	21ur-5188	
WBGene00048175	21ur-3367	
WBGene00048176	21ur-3377	
WBGene00048177	21ur-1009	
WBGene00048178	21ur-549	
WBGene00048179	21ur-749	
WBGene00048180	21ur-890	
WBGene00048181	21ur-3594	
WBGene00048182	21ur-2488	
WBGene00048183	21ur-3123	
WBGene00048184	21ur-4912	
WBGene00048185	21ur-2248	
WBGene00048186	21ur-208	
WBGene00048187	21ur-4659	
WBGene00048188	21ur-1442	
WBGene00048189	21ur-4170	
WBGene00048190	21ur-4977	
WBGene00048191	21ur-2483	
WBGene00048192	21ur-5189	
WBGene00048193	21ur-3679	
WBGene00048194	21ur-3211	
WBGene00048195	21ur-484	
WBGene00048196	21ur-1832	
WBGene00048197	21ur-4433	
WBGene00048198	21ur-5350	
WBGene00048199	21ur-2949	
WBGene00048200	21ur-1972	
WBGene00048201	21ur-2045	
WBGene00048202	21ur-3975	
WBGene00048203	21ur-934	
WBGene00048204	21ur-2652	
WBGene00048205	21ur-2322	
WBGene00048206	21ur-138	
WBGene00048207	21ur-3295	
WBGene00048208	21ur-2896	
WBGene00048209	21ur-1063	
WBGene00048210	21ur-4776	
WBGene00048211	21ur-4240	
WBGene00048212	21ur-4878	
WBGene00048213	21ur-1129	
WBGene00048214	21ur-2165	
WBGene00048215	21ur-4018	
WBGene00048216	21ur-2257	
WBGene00048217	21ur-989	
WBGene00048218	21ur-4369	
WBGene00048219	21ur-4305	
WBGene00048220	21ur-3687	
WBGene00048221	21ur-501	
WBGene00048222	21ur-1667	
WBGene00048223	21ur-4225	
WBGene00048224	21ur-4720	
WBGene00048225	21ur-4628	
WBGene00048226	21ur-2764	
WBGene00048227	21ur-2815	
WBGene00048228	21ur-1050	
WBGene00048229	21ur-1391	
WBGene00048230	21ur-1596	
WBGene00048231	21ur-4019	
WBGene00048232	21ur-637	
WBGene00048233	21ur-4933	
WBGene00048234	21ur-684	
WBGene00048235	21ur-918	
WBGene00048236	21ur-4460	
WBGene00048237	21ur-1473	
WBGene00048238	21ur-5327	
WBGene00048239	21ur-1931	
WBGene00048240	21ur-1711	
WBGene00048241	21ur-5	
WBGene00048242	21ur-5061	
WBGene00048243	21ur-3358	
WBGene00048244	21ur-2229	
WBGene00048245	21ur-574	
WBGene00048246	21ur-389	
WBGene00048247	21ur-288	
WBGene00048248	21ur-183	
WBGene00048249	21ur-253	
WBGene00048250	21ur-1858	
WBGene00048251	21ur-4836	
WBGene00048252	21ur-2990	
WBGene00048253	21ur-4001	
WBGene00048254	21ur-276	
WBGene00048255	21ur-1642	
WBGene00048256	21ur-1194	
WBGene00048257	21ur-4753	
WBGene00048258	21ur-800	
WBGene00048259	21ur-2798	
WBGene00048260	21ur-3443	
WBGene00048261	21ur-1553	
WBGene00048262	21ur-1926	
WBGene00048263	21ur-566	
WBGene00048264	21ur-3561	
WBGene00048265	21ur-4210	
WBGene00048266	21ur-3270	
WBGene00048267	21ur-3387	
WBGene00048268	21ur-977	
WBGene00048269	21ur-475	
WBGene00048270	21ur-2821	
WBGene00048271	21ur-3090	
WBGene00048272	21ur-4362	
WBGene00048273	21ur-2629	
WBGene00048274	21ur-1789	
WBGene00048275	21ur-464	
WBGene00048276	21ur-2341	
WBGene00048277	21ur-4745	
WBGene00048278	21ur-4022	
WBGene00048279	21ur-4424	
WBGene00048280	21ur-3036	
WBGene00048281	21ur-4742	
WBGene00048282	21ur-5243	
WBGene00048283	21ur-1517	
WBGene00048284	21ur-2866	
WBGene00048285	21ur-1017	
WBGene00048286	21ur-3707	
WBGene00048287	21ur-848	
WBGene00048288	21ur-1087	
WBGene00048289	21ur-5148	
WBGene00048290	21ur-1107	
WBGene00048291	21ur-941	
WBGene00048292	21ur-3132	
WBGene00048293	21ur-4286	
WBGene00048294	21ur-3181	
WBGene00048295	21ur-4197	
WBGene00048296	21ur-2438	
WBGene00048297	21ur-5296	
WBGene00048298	21ur-3743	
WBGene00048299	21ur-2429	
WBGene00048300	21ur-4639	
WBGene00048301	21ur-1869	
WBGene00048302	21ur-3241	
WBGene00048303	21ur-4502	
WBGene00048304	21ur-1661	
WBGene00048305	21ur-1655	
WBGene00048306	21ur-2900	
WBGene00048307	21ur-1945	
WBGene00048308	21ur-3988	
WBGene00048309	21ur-1660	
WBGene00048310	21ur-4081	
WBGene00048311	21ur-2776	
WBGene00048312	21ur-1255	
WBGene00048313	21ur-3301	
WBGene00048314	21ur-5333	
WBGene00048315	21ur-1332	
WBGene00048316	21ur-830	
WBGene00048317	21ur-4051	
WBGene00048318	21ur-2289	
WBGene00048319	21ur-3364	
WBGene00048320	21ur-2749	
WBGene00048321	21ur-4808	
WBGene00048322	21ur-1784	
WBGene00048323	21ur-2805	
WBGene00048324	21ur-1338	
WBGene00048325	21ur-3662	
WBGene00048326	21ur-3485	
WBGene00048327	21ur-3044	
WBGene00048328	21ur-1678	
WBGene00048329	21ur-5012	
WBGene00048330	21ur-4102	
WBGene00048331	21ur-2003	
WBGene00048332	21ur-3086	
WBGene00048333	21ur-2302	
WBGene00048334	21ur-1150	
WBGene00048335	21ur-2202	
WBGene00048336	21ur-540	
WBGene00048337	21ur-852	
WBGene00048338	21ur-2359	
WBGene00048339	21ur-3742	
WBGene00048340	21ur-44	
WBGene00048341	21ur-1138	
WBGene00048342	21ur-635	
WBGene00048343	21ur-1958	
WBGene00048344	21ur-3785	
WBGene00048345	21ur-1191	
WBGene00048346	21ur-2737	
WBGene00048347	21ur-3908	
WBGene00048348	21ur-1950	
WBGene00048349	21ur-296	
WBGene00048350	21ur-4179	
WBGene00048351	21ur-2498	
WBGene00048352	21ur-309	
WBGene00048353	21ur-2676	
WBGene00048354	21ur-2218	
WBGene00048355	21ur-2152	
WBGene00048356	21ur-3875	
WBGene00048357	21ur-4853	
WBGene00048358	21ur-3227	
WBGene00048359	21ur-4378	
WBGene00048360	21ur-3230	
WBGene00048361	21ur-3880	
WBGene00048362	21ur-5388	
WBGene00048363	21ur-3324	
WBGene00048364	21ur-723	
WBGene00048365	21ur-1801	
WBGene00048366	21ur-1699	
WBGene00048367	21ur-1161	
WBGene00048368	21ur-4872	
WBGene00048369	21ur-1638	
WBGene00048370	21ur-861	
WBGene00048371	21ur-1100	
WBGene00048372	21ur-1186	
WBGene00048373	21ur-2833	
WBGene00048374	21ur-2666	
WBGene00048375	21ur-27	
WBGene00048376	21ur-1991	
WBGene00048377	21ur-2121	
WBGene00048378	21ur-4535	
WBGene00048379	21ur-872	
WBGene00048380	21ur-600	
WBGene00048381	21ur-5203	
WBGene00048382	21ur-694	
WBGene00048383	21ur-1424	
WBGene00048384	21ur-3015	
WBGene00048385	21ur-1437	
WBGene00048386	21ur-1595	
WBGene00048387	21ur-738	
WBGene00048388	21ur-1877	
WBGene00048389	21ur-94	
WBGene00048390	21ur-3753	
WBGene00048391	21ur-5399	
WBGene00048392	21ur-996	
WBGene00048393	21ur-3879	
WBGene00048394	21ur-302	
WBGene00048395	21ur-3702	
WBGene00048396	21ur-3201	
WBGene00048397	21ur-4321	
WBGene00048398	21ur-4484	
WBGene00048399	21ur-4071	
WBGene00048400	21ur-2388	
WBGene00048401	21ur-5186	
WBGene00048402	21ur-207	
WBGene00048403	21ur-4990	
WBGene00048404	21ur-660	
WBGene00048405	21ur-1939	
WBGene00048406	21ur-4760	
WBGene00048407	21ur-4948	
WBGene00048408	21ur-318	
WBGene00048409	21ur-5058	
WBGene00048410	21ur-5289	
WBGene00048411	21ur-3105	
WBGene00048412	21ur-811	
WBGene00048413	21ur-3678	
WBGene00048414	21ur-2057	
WBGene00048415	21ur-2128	
WBGene00048416	21ur-1714	
WBGene00048417	21ur-4657	
WBGene00048418	21ur-3521	
WBGene00048419	21ur-171	
WBGene00048420	21ur-2742	
WBGene00048421	21ur-1998	
WBGene00048422	21ur-3574	
WBGene00048423	21ur-939	
WBGene00048424	21ur-3154	
WBGene00048425	21ur-4095	
WBGene00048426	21ur-4735	
WBGene00048427	21ur-99	
WBGene00048428	21ur-3275	
WBGene00048429	21ur-4908	
WBGene00048430	21ur-1656	
WBGene00048431	21ur-4371	
WBGene00048432	21ur-4207	
WBGene00048433	21ur-1380	
WBGene00048434	21ur-716	
WBGene00048435	21ur-3965	
WBGene00048436	21ur-1232	
WBGene00048437	21ur-142	
WBGene00048438	21ur-4496	
WBGene00048439	21ur-89	
WBGene00048440	21ur-2334	
WBGene00048441	21ur-3380	
WBGene00048442	21ur-3826	
WBGene00048443	21ur-3468	
WBGene00048444	21ur-218	
WBGene00048445	21ur-915	
WBGene00048446	21ur-2405	
WBGene00048447	21ur-8	
WBGene00048448	21ur-1239	
WBGene00048449	21ur-4678	
WBGene00048450	21ur-3250	
WBGene00048451	21ur-4919	
WBGene00048452	21ur-244	
WBGene00048453	21ur-3892	
WBGene00048454	21ur-3370	
WBGene00048455	21ur-454	
WBGene00048456	21ur-1349	
WBGene00048457	21ur-1406	
WBGene00048458	21ur-5418	
WBGene00048459	21ur-4842	
WBGene00048460	21ur-1168	
WBGene00048461	21ur-1625	
WBGene00048462	21ur-4827	
WBGene00048463	21ur-5238	
WBGene00048464	21ur-3865	
WBGene00048465	21ur-2608	
WBGene00048466	21ur-2050	
WBGene00048467	21ur-5020	
WBGene00048468	21ur-5220	
WBGene00048469	21ur-2115	
WBGene00048470	21ur-3501	
WBGene00048471	21ur-3023	
WBGene00048472	21ur-5164	
WBGene00048473	21ur-261	
WBGene00048474	21ur-1816	
WBGene00048475	21ur-2233	
WBGene00048476	21ur-4070	
WBGene00048477	21ur-2028	
WBGene00048478	21ur-117	
WBGene00048479	21ur-2606	
WBGene00048480	21ur-2224	
WBGene00048481	21ur-3028	
WBGene00048482	21ur-1737	
WBGene00048483	21ur-4320	
WBGene00048484	21ur-1541	
WBGene00048485	21ur-4077	
WBGene00048486	21ur-2235	
WBGene00048487	21ur-1371	
WBGene00048488	21ur-3392	
WBGene00048489	21ur-106	
WBGene00048490	21ur-4595	
WBGene00048491	21ur-1631	
WBGene00048492	21ur-2553	
WBGene00048493	21ur-828	
WBGene00048494	21ur-2106	
WBGene00048495	21ur-131	
WBGene00048496	21ur-2683	
WBGene00048497	21ur-5307	
WBGene00048498	21ur-2618	
WBGene00048499	21ur-790	
WBGene00048500	21ur-2965	
WBGene00048501	21ur-290	
WBGene00048502	21ur-5316	
WBGene00048503	21ur-865	
WBGene00048504	21ur-3956	
WBGene00048505	21ur-2633	
WBGene00048506	21ur-3558	
WBGene00048507	21ur-3039	
WBGene00048508	21ur-414	
WBGene00048509	21ur-4910	
WBGene00048510	21ur-976	
WBGene00048511	21ur-3888	
WBGene00048512	21ur-955	
WBGene00048513	21ur-2458	
WBGene00048514	21ur-3716	
WBGene00048515	21ur-2311	
WBGene00048516	21ur-2326	
WBGene00048517	21ur-3807	
WBGene00048518	21ur-1221	
WBGene00048519	21ur-1632	
WBGene00048520	21ur-2692	
WBGene00048521	21ur-538	
WBGene00048522	21ur-1157	
WBGene00048523	21ur-4641	
WBGene00048524	21ur-4037	
WBGene00048525	21ur-2851	
WBGene00048526	21ur-4863	
WBGene00048527	21ur-4146	
WBGene00048528	21ur-2527	
WBGene00048529	21ur-5286	
WBGene00048530	21ur-3488	
WBGene00048531	21ur-3085	
WBGene00048532	21ur-3038	
WBGene00048533	21ur-3050	
WBGene00048534	21ur-5340	
WBGene00048535	21ur-1606	
WBGene00048536	21ur-2038	
WBGene00048537	21ur-667	
WBGene00048538	21ur-1133	
WBGene00048539	21ur-2880	
WBGene00048540	21ur-2978	
WBGene00048541	21ur-3417	
WBGene00048542	21ur-4332	
WBGene00048543	21ur-4495	
WBGene00048544	21ur-923	
WBGene00048545	21ur-3266	
WBGene00048546	21ur-45	
WBGene00048547	21ur-4198	
WBGene00048548	21ur-3302	
WBGene00048549	21ur-4514	
WBGene00048550	21ur-3925	
WBGene00048551	21ur-2983	
WBGene00048552	21ur-4817	
WBGene00048553	21ur-1321	
WBGene00048554	21ur-2072	
WBGene00048555	21ur-613	
WBGene00048556	21ur-1981	
WBGene00048557	21ur-5069	
WBGene00048558	21ur-3614	
WBGene00048559	21ur-786	
WBGene00048560	21ur-5035	
WBGene00048561	21ur-2157	
WBGene00048562	21ur-4217	
WBGene00048563	21ur-1081	
WBGene00048564	21ur-2799	
WBGene00048565	21ur-3471	
WBGene00048566	21ur-3694	
WBGene00048567	21ur-3776	
WBGene00048568	21ur-2472	
WBGene00048569	21ur-4113	
WBGene00048570	21ur-1705	
WBGene00048571	21ur-1849	
WBGene00048572	21ur-4677	
WBGene00048573	21ur-4587	
WBGene00048574	21ur-5090	
WBGene00048575	21ur-2330	
WBGene00048576	21ur-5096	
WBGene00048577	21ur-3426	
WBGene00048578	21ur-2560	
WBGene00048579	21ur-624	
WBGene00048580	21ur-1202	
WBGene00048581	21ur-4958	
WBGene00048582	21ur-2549	
WBGene00048583	21ur-4239	
WBGene00048584	21ur-5161	
WBGene00048585	21ur-4130	
WBGene00048586	21ur-4882	
WBGene00048587	21ur-3511	
WBGene00048588	21ur-4867	
WBGene00048589	21ur-672	
WBGene00048590	21ur-1045	
WBGene00048591	21ur-3575	
WBGene00048592	21ur-1569	
WBGene00048593	21ur-4780	
WBGene00048594	21ur-1174	
WBGene00048595	21ur-2349	
WBGene00048596	21ur-2519	
WBGene00048597	21ur-3722	
WBGene00048598	21ur-589	
WBGene00048599	21ur-2543	
WBGene00048600	21ur-3794	
WBGene00048601	21ur-3064	
WBGene00048602	21ur-1122	
WBGene00048603	21ur-2275	
WBGene00048604	21ur-1297	
WBGene00048605	21ur-2931	
WBGene00048606	21ur-1358	
WBGene00048607	21ur-3955	
WBGene00048608	21ur-2885	
WBGene00048609	21ur-709	
WBGene00048610	21ur-3151	
WBGene00048611	21ur-1760	
WBGene00048612	21ur-2484	
WBGene00048613	21ur-2907	
WBGene00048614	21ur-3147	
WBGene00048615	21ur-3401	
WBGene00048616	21ur-2894	
WBGene00048617	21ur-3909	
WBGene00048618	21ur-364	
WBGene00048619	21ur-2782	
WBGene00048620	21ur-3814	
WBGene00048621	21ur-4534	
WBGene00048622	21ur-151	
WBGene00048623	21ur-3518	
WBGene00048624	21ur-1056	
WBGene00048625	21ur-3667	
WBGene00048626	21ur-3140	
WBGene00048627	21ur-4232	
WBGene00048628	21ur-760	
WBGene00048629	21ur-599	
WBGene00048630	21ur-4960	
WBGene00048631	21ur-1307	
WBGene00048632	21ur-5081	
WBGene00048633	21ur-4200	
WBGene00048634	21ur-4084	
WBGene00048635	21ur-2462	
WBGene00048636	21ur-4560	
WBGene00048637	21ur-2184	
WBGene00048638	21ur-3111	
WBGene00048639	21ur-523	
WBGene00048640	21ur-3059	
WBGene00048641	21ur-774	
WBGene00048642	21ur-5398	
WBGene00048643	21ur-1610	
WBGene00048644	21ur-1020	
WBGene00048645	21ur-4648	
WBGene00048646	21ur-4819	
WBGene00048647	21ur-2151	
WBGene00048648	21ur-4139	
WBGene00048649	21ur-2950	
WBGene00048650	21ur-3982	
WBGene00048651	21ur-5439	
WBGene00048652	21ur-5139	
WBGene00048653	21ur-2762	
WBGene00048654	21ur-593	
WBGene00048655	21ur-5248	
WBGene00048656	21ur-4708	
