Gene stable ID	Gene name	NCBI gene ID
WBGene00013192	Y54E2A.7	175135
WBGene00013193	Y54E2A.8	190257
WBGene00013194	Y54E2A.9	190258
WBGene00013195	Y54E2A.10	175137
WBGene00013196	tbc-20	175139
WBGene00013197	ttm-5	173327
WBGene00013198	Y54E5A.2	173328
WBGene00013200	Y54E5A.5	173330
WBGene00013201	dus-2	173331
WBGene00013202	Y54E5A.7	173332
WBGene00013203	Y54E5A.8	173333
WBGene00013204	Y54E5B.2	173352
WBGene00013207	zipt-2.3	190293
WBGene00013208	Y54G9A.5	175016
WBGene00013209	bub-3	175018
WBGene00013210	Y54G9A.7	175017
WBGene00013211	Y54G9A.9	259327
WBGene00013212	Y54G11A.1	190294
WBGene00013213	Y54G11A.2	175082
WBGene00013214	Y54G11A.3	175083
WBGene00013215	Y54G11A.4	190295
WBGene00013216	Y54G11A.7	175084
WBGene00013217	ddl-3	175087
WBGene00013218	Y54G11A.9	175088
WBGene00013219	Y54G11A.11	175090
WBGene00013220	ctl-3	175086
WBGene00013221	Y54G11A.14	266873
WBGene00013222	dmsr-6	190297
WBGene00013223	efa-6	178217
WBGene00013224	Y55D9A.2	178216
WBGene00013225	Y56A3A.2	176616
WBGene00013226	faah-5	190325
WBGene00013227	Y56A3A.6	176618
WBGene00013228	Y56A3A.7	176629
WBGene00013230	fbxb-22	190327
WBGene00013231	tsen-2	176619
WBGene00013232	faah-4	176620
WBGene00013233	sdz-33	176621
WBGene00013234	fbxb-24	190328
WBGene00013235	Y56A3A.16	190329
WBGene00013236	Y56A3A.18	176624
WBGene00013237	Y56A3A.19	176622
WBGene00013238	trap-4	176626
WBGene00013239	Y56A3A.22	176627
WBGene00013240	Y56A3A.28	176632
WBGene00013241	ung-1	176633
WBGene00013242	Y56A3A.30	176634
WBGene00013243	Y56A3A.31	190330
WBGene00013244	Y56A3A.33	176636
WBGene00013246	Y57A10A.1	190331
WBGene00013247	Y57A10A.2	190332
WBGene00013248	Y57A10A.3	174855
WBGene00013249	Y57A10A.4	190333
WBGene00013250	Y57A10A.5	174856
WBGene00013251	Y57A10A.6	
WBGene00013252	Y57A10A.7	190335
WBGene00013253	Y57A10A.8	190336
WBGene00013254	tag-276	174865
WBGene00013255	tric-1B.1	174867
WBGene00013256	Y57A10A.13	174858
WBGene00013257	Y57A10A.14	190337
WBGene00013258	polg-1	174860
WBGene00013259	trpp-5	190338
WBGene00013260	rsr-2	174862
WBGene00013261	sinh-1	190339
WBGene00013263	txdc-12.1	174863
WBGene00013264	Y57A10A.24	174864
WBGene00013265	parn-2	174866
WBGene00013266	Y57A10A.26	174868
WBGene00013267	Y57A10A.27	174869
WBGene00013268	tric-1B.2	190342
WBGene00013269	Y57A10A.29	174870
WBGene00013270	Y57A10A.31	174872
WBGene00013272	aqp-12	3565789
WBGene00013273	marc-5	174876
WBGene00013274	Y57A10B.2	190343
WBGene00013275	btb-14	174877
WBGene00013276	sre-42	190344
WBGene00013277	sre-41	190345
WBGene00013278	Y57A10B.6	174878
WBGene00013279	Y57A10B.7	190346
WBGene00013280	Y57A10C.1	174880
WBGene00013281	sre-27	190348
WBGene00013282	sre-26	190349
WBGene00013283	sre-25	
WBGene00013284	daf-22	174881
WBGene00013285	dct-12	190351
WBGene00013286	Y57A10C.8	190352
WBGene00013287	Y57A10C.9	174882
WBGene00013288	Y57A10C.10	190353
WBGene00013289	tag-273	178388
WBGene00013290	Y57G11A.2	178389
WBGene00013292	Y57G11A.4	190363
WBGene00013293	Y57G11A.5	190364
WBGene00013294	pals-30	190365
WBGene00013295	Y57G11B.2	190366
WBGene00013296	Y57G11B.3	190367
WBGene00013297	Y57G11B.5	178391
WBGene00013298	Y57G11B.6	3565690
WBGene00013299	irld-18	3564946
WBGene00013300	lgc-7	190370
WBGene00013301	Y57G11C.3	178398
WBGene00013302	vti-1	178397
WBGene00013303	Y57G11C.5	190371
WBGene00013304	ptp-5.2	190372
WBGene00013305	Y57G11C.7	190373
WBGene00013306	Y57G11C.8	178400
WBGene00013307	Y57G11C.9	178401
WBGene00013308	nuo-3	36805062
WBGene00013310	Y57G11C.14	178406
WBGene00013311	sec-61	178407
WBGene00013312	hhat-2	190374
WBGene00013313	Y57G11C.18	
WBGene00013315	Y57G11C.20	353433
WBGene00013316	Y57G11C.21	
WBGene00013317	Y57G11C.22	178409
WBGene00013318	Y57G11C.23	190377
WBGene00013319	ccch-5	178412
WBGene00013320	srt-51	
WBGene00013321	Y57G11C.31	178396
WBGene00013322	Y57G11C.32	178393
WBGene00013323	Y57G11C.33	178394
WBGene00013324	mrps-7	190379
WBGene00013325	Y57G11C.36	259844
WBGene00013326	anoh-2	178395
WBGene00013327	Y57G11C.38	178410
WBGene00013328	Y57G11C.39	3565944
WBGene00013329	Y57G11C.40	3564799
WBGene00013330	Y57G11C.41	3565106
WBGene00013331	Y57G11C.42	3565027
WBGene00013332	Y57G11C.43	3565931
WBGene00013333	Y57G11C.44	3565567
WBGene00013334	nlp-56	3565782
WBGene00013335	Y57G11C.46	3565396
WBGene00013336	pnc-2	3565064
WBGene00013337	Y57G11C.48	3565195
WBGene00013338	lgc-8	3564870
WBGene00013339	phf-14	180169
WBGene00013340	tcc-1	180167
WBGene00013341	Y59A8A.7	
WBGene00013343	prp-6	180180
WBGene00013344	ebp-1	3565059
WBGene00013345	Y59A8B.8	180182
WBGene00013347	nova-1	180183
WBGene00013348	fbxa-106	190394
WBGene00013349	Y59A8B.12	190395
WBGene00013350	slr-2	190396
WBGene00013351	Y59A8B.19	180178
WBGene00013352	lon-8	190397
WBGene00013353	Y59A8B.21	190398
WBGene00013354	snx-6	190399
WBGene00013355	gck-3	190400
WBGene00013356	Y59A8B.24	35381282
WBGene00013357	clec-260	190430
WBGene00013358	abhd-3.1	180309
WBGene00013359	Y60A3A.8	180308
WBGene00013360	Y60A3A.9	180307
WBGene00013361	fars-2	180303
WBGene00013362	algn-7	190436
WBGene00013363	nhr-240	
WBGene00013364	Y60A3A.16	190438
WBGene00013365	Y60A3A.19	180305
WBGene00013366	Y60A3A.21	353457
WBGene00013367	Y60A3A.23	3565762
WBGene00013368	Y60A9.1	190439
WBGene00013369	Y60A9.2	
WBGene00013370	Y60A9.3	190441
WBGene00013371	Y60A9A.1	3565457
WBGene00013372	Y61B8B.2	
WBGene00013373	Y62E10A.2	178298
WBGene00013374	Y62E10A.3	190452
WBGene00013375	srsx-25	190453
WBGene00013376	Y62E10A.6	178299
WBGene00013378	emc-3	178300
WBGene00013379	Y62E10A.13	178304
WBGene00013380	memi-2	178305
WBGene00013381	cyp-31A5	13198891
WBGene00013382	gcl-1	190457
WBGene00013383	aptf-2	190458
WBGene00013385	Y62E10A.19	3565328
WBGene00013386	C12C8.t5	
WBGene00013387	Y62F5A.9	259465
WBGene00013388	Y62F5A.10	3564988
WBGene00013389	Y62H9A.1	190459
WBGene00013390	Y62H9A.2	190460
WBGene00013391	Y62H9A.3	181363
WBGene00013392	Y62H9A.4	190461
WBGene00013393	Y62H9A.5	181364
WBGene00013394	ule-5	181365
WBGene00013395	Y62H9A.7	190462
WBGene00013396	Y62H9A.8	190463
WBGene00013397	Y62H9A.9	190464
WBGene00013398	Y62H9A.10	190465
WBGene00013399	Y62H9A.11	190466
WBGene00013400	Y62H9A.12	190467
WBGene00013401	Y62H9A.13	190468
WBGene00013402	Y62H9A.14	190469
WBGene00013403	fbxb-100	173275
WBGene00013404	fbxb-101	190470
WBGene00013405	tdpt-1	173276
WBGene00013406	Y63D3A.7	173279
WBGene00013407	Y63D3A.8	173280
WBGene00013408	fbxb-93	
WBGene00013409	fbxb-56	173274
WBGene00013410	fbxb-94	
WBGene00013411	Y64G10A.1	190473
WBGene00013412	Y64G10A.2	190474
WBGene00013415	ilcr-1	178376
WBGene00013416	Y64G10A.7	178377
WBGene00013417	srab-24	3564812
WBGene00013418	Y65A5A.1	178456
WBGene00013419	Y65A5A.2	190478
WBGene00013421	fbxa-220	190489
WBGene00013422	Y66A7A.2	176577
WBGene00013424	Y66A7A.4	190491
WBGene00013425	ceh-91	176594
WBGene00013426	Y66A7A.7	190492
WBGene00013427	Y66D12A.1	190495
WBGene00013429	Y66D12A.3	176592
WBGene00013431	ceh-92	176591
WBGene00013432	Y66D12A.6	190496
WBGene00013433	Y66D12A.7	176590
WBGene00013434	Y66D12A.8	176589
WBGene00013435	Y66D12A.9	176588
WBGene00013436	Y66D12A.10	176587
WBGene00013437	Y66D12A.11	176586
WBGene00013438	ztf-29	176585
WBGene00013439	Y66D12A.13	190497
WBGene00013440	nrps-1	190498
WBGene00013441	xpb-1	176584
WBGene00013442	Y66D12A.16	190499
WBGene00013443	such-1	176583
WBGene00013445	Y66D12A.19	190501
WBGene00013446	Y66D12A.21	176581
WBGene00013447	nars-2	176578
WBGene00013448	Y66D12A.24	176579
WBGene00013449	Y67A6A.1	172835
WBGene00013450	oac-56	190505
WBGene00013451	Y67A10A.2	190506
WBGene00013452	Y67A10A.3	190507
WBGene00013453	fbxa-83	178378
WBGene00013454	fbxa-126	190508
WBGene00013455	ssu-2	178379
WBGene00013456	Y67A10A.7	190509
WBGene00013457	paqr-3	190510
WBGene00013458	Y67A10A.9	178380
WBGene00013459	Y67A10A.10	259603
WBGene00013460	cpsf-3	178285
WBGene00013461	Y67H2A.2	178286
WBGene00013462	micu-1	178287
WBGene00013463	kdp-1	178288
WBGene00013464	Y67H2A.7	178290
WBGene00013465	Y67H2A.10	259340
WBGene00013466	srz-47	190523
WBGene00013467	Y68A4A.5	
WBGene00013468	srz-96	190526
WBGene00013469	Y68A4A.10	190529
WBGene00013470	clec-243	190530
WBGene00013471	clec-242	190531
WBGene00013472	Y68A4B.3	190532
WBGene00013473	Y69E1A.1	177991
WBGene00013474	Y69E1A.2	177992
WBGene00013475	Y69E1A.3	190549
WBGene00013476	Y69E1A.4	190550
WBGene00013477	Y69E1A.5	190551
WBGene00013478	Y69E1A.8	190554
WBGene00013479	Y69H2.1	190556
WBGene00013480	egas-3	190557
WBGene00013481	Y69H2.3	180221
WBGene00013482	Y69H2.7	180224
WBGene00013483	nhr-241	190558
WBGene00013484	Y69H2.9	190559
WBGene00013485	Y69H2.10	190560
WBGene00013486	egas-1	180219
WBGene00013487	egas-2	190561
WBGene00013489	col-42	180218
WBGene00013490	Y70C5A.2	180114
WBGene00013491	Y70C5B.1	190565
WBGene00013492	Y70C5C.1	190566
WBGene00013493	clec-9	190567
WBGene00013494	irld-58	
WBGene00013495	clec-236	
WBGene00013496	Y70D2A.1	190571
WBGene00013497	hex-5	181586
WBGene00013498	Y70G10A.2	190572
WBGene00013499	Y70G10A.3	190573
WBGene00013500	Y71A12B.2	173258
WBGene00013501	Y71A12B.3	173259
WBGene00013502	clec-111	190575
WBGene00013503	clec-112	190576
WBGene00013505	Y71A12B.8	190578
WBGene00013506	usp-3	190579
WBGene00013507	Y71A12B.10	190580
WBGene00013508	Y71A12B.11	173262
WBGene00013509	Y71A12B.12	173263
WBGene00013510	Y71A12B.13	
WBGene00013511	Y71A12B.15	3565560
WBGene00013512	nhr-276	190581
WBGene00013513	Y71A12C.2	190582
WBGene00013514	Y73F4A.1	177723
WBGene00013515	Y73F4A.2	177722
WBGene00013516	Y73F4A.3	177721
WBGene00013517	lgc-52	190669
WBGene00013518	Y73F8A.5	178425
WBGene00013519	Y73F8A.10	190673
WBGene00013520	best-21	190674
WBGene00013521	Y73F8A.12	178428
WBGene00013522	Y73F8A.13	190675
WBGene00013523	Y73F8A.14	190676
WBGene00013524	Y73F8A.15	190677
WBGene00013525	irld-59	190680
WBGene00013526	Y73F8A.20	178430
WBGene00013527	Y73F8A.22	190682
WBGene00013528	Y73F8A.23	190683
WBGene00013529	Y73F8A.24	178431
WBGene00013530	ntl-11	178432
WBGene00013531	Y73F8A.26	178435
WBGene00013532	Y73F8A.27	178434
WBGene00013534	acr-24	190686
WBGene00013535	gyg-3	
WBGene00013536	Y73F8A.32	190688
WBGene00013537	Y73F8A.33	
WBGene00013538	ari-1.4	178437
WBGene00013539	Y73F8A.35	178438
WBGene00013540	Y75B8A.3	176642
WBGene00013541	lonp-2	176643
WBGene00013542	lron-12	190700
WBGene00013543	Y75B8A.6	176645
WBGene00013544	Y75B8A.7	176646
WBGene00013545	Y75B8A.8	190701
WBGene00013547	Y75B8A.10	190702
WBGene00013548	lury-1	190703
WBGene00013549	Y75B8A.13	176648
WBGene00013550	Y75B8A.14	176649
WBGene00013551	Y75B8A.16	176650
WBGene00013552	gmn-1	176651
WBGene00013553	Y75B8A.18	190705
WBGene00013554	Y75B8A.19	190706
WBGene00013555	fbxa-89	190708
WBGene00013556	Y75B8A.23	190709
WBGene00013557	Y75B8A.24	176653
WBGene00013558	Y75B8A.25	176654
WBGene00013559	Y75B8A.28	190712
WBGene00013560	zip-12	176655
WBGene00013561	Y75B8A.31	176658
WBGene00013562	Y75B8A.32	176659
WBGene00013563	Y75B8A.33	190713
WBGene00013564	Y75B8A.34	190714
WBGene00013565	Y75B8A.37	3565445
WBGene00013566	Y75B12A.2	190715
WBGene00013567	Y75B12B.1	190716
WBGene00013568	Y75B12B.3	190717
WBGene00013569	bath-36	190718
WBGene00013570	Y75B12B.8	180030
WBGene00013571	str-266	
WBGene00013572	Y75B12B.10	3565927
WBGene00013573	Y75B12B.11	3565626
WBGene00013574	lron-13	190728
WBGene00013575	acs-5	176785
WBGene00013576	Y76A2B.4	190729
WBGene00013577	Y76A2B.5	176786
WBGene00013578	scav-2	176787
WBGene00013579	Y79H2A.2	190739
WBGene00013580	Y79H2A.3	176638
WBGene00013581	Y79H2A.4	190740
WBGene00013583	ceh-51	180233
WBGene00013584	nhr-243	190741
WBGene00013585	cyp-42A1	180236
WBGene00013586	Y80D3A.8	180237
WBGene00013587	Y80D3A.9	190742
WBGene00013588	nlp-42	180235
WBGene00013589	Y80D3A.11	
WBGene00013590	Y81G3A.1	190747
WBGene00013591	gcn-2	174953
WBGene00013592	Y81G3A.4	190748
WBGene00013593	Y87G2A.1	173221
WBGene00013594	Y87G2A.2	173222
WBGene00013595	atg-4.1	190777
WBGene00013596	nyn-2	173226
WBGene00013597	gpi-1	173227
WBGene00013598	vps-28	173229
WBGene00013599	eipr-1	190778
WBGene00013601	Y87G2A.13	173230
WBGene00013602	Y87G2A.16	3565642
WBGene00013603	soem-1	3565861
WBGene00013604	Y87G2A.18	3564964
WBGene00013605	Y95D11A.1	173000
WBGene00013606	cand-1	180125
WBGene00013607	clec-27	190826
WBGene00013608	clec-35	190827
WBGene00013609	clec-37	190828
WBGene00013610	fbxa-206	180130
WBGene00013611	Y102A5C.2	190829
WBGene00013612	fbxa-207	
WBGene00013613	Y102A5C.4	190831
WBGene00013614	clec-237	
WBGene00013615	fbxa-110	
WBGene00013616	fbxa-148	190834
WBGene00013617	fbxa-204	
WBGene00013618	fbxa-205	
WBGene00013619	fbxa-112	190837
WBGene00013620	fbxa-111	190838
WBGene00013621	clec-239	190840
WBGene00013622	clec-238	
WBGene00013623	fbxa-90	190842
WBGene00013624	srbc-80	
WBGene00013625	srz-53	
WBGene00013626	srz-54	190848
WBGene00013627	srz-52	
WBGene00013628	Y102A5C.27	190850
WBGene00013629	srz-95	190855
WBGene00013631	Y102F5A.1	190864
WBGene00013632	Y105C5A.1	178439
WBGene00013633	Y105C5A.8	190873
WBGene00013634	Y105C5A.9	190874
WBGene00013635	Y105C5A.10	190875
WBGene00013636	Y105C5A.12	190877
WBGene00013637	Y105C5A.13	178441
WBGene00013638	Y105C5A.14	
WBGene00013639	Y105C5A.15	178442
WBGene00013640	Y105C5A.17	
WBGene00013642	daf-38	178443
WBGene00013643	Y105C5A.24	190882
WBGene00013644	Y105C5A.25	
WBGene00013645	Y105C5B.1	178444
WBGene00013646	Y105C5B.3	190886
WBGene00013647	Y105C5B.5	190888
WBGene00013648	Y105C5B.7	
WBGene00013649	Y105C5B.8	190891
WBGene00013650	Y105C5B.9	178445
WBGene00013651	Y105C5B.11	190893
WBGene00013652	sams-2	
WBGene00013653	Y105C5B.14	190894
WBGene00013654	Y105C5B.15	178448
WBGene00013655	lgc-19	190895
WBGene00013656	Y105C5B.17	190896
WBGene00013657	Y105C5B.18	178449
WBGene00013658	Y105C5B.19	178450
WBGene00013659	Y105C5B.20	190897
WBGene00013661	Y105C5B.23	
WBGene00013662	Y105C5B.25	190901
WBGene00013665	hlh-32	3565279
WBGene00013666	Y105E8A.1	260216
WBGene00013667	Y105E8A.2	173298
WBGene00013668	Y105E8A.3	173299
WBGene00013669	tcab-1	173303
WBGene00013670	hpo-13	173305
WBGene00013671	Y105E8A.11	173306
WBGene00013672	catp-1	173307
WBGene00013673	Y105E8A.13	260217
WBGene00013674	Y105E8A.14	173308
WBGene00013676	ekl-4	173310
WBGene00013677	yars-1	173311
WBGene00013678	Y105E8A.20	173312
WBGene00013679	Y105E8A.21	173313
WBGene00013680	rpom-1	173317
WBGene00013682	Y105E8A.25	3564893
WBGene00013683	zoo-1	173316
WBGene00013684	Y105E8A.27	3565398
WBGene00013685	Y105E8A.28	3565614
WBGene00013687	exoc-8	173320
WBGene00013688	riok-2	173322
WBGene00013689	bath-40	173321
WBGene00013690	hprt-1	173323
WBGene00013691	Y105E8B.6	173324
WBGene00013692	Y105E8B.7	190914
WBGene00013693	Y105E8B.9	173326
WBGene00013694	Y106G6A.1	172850
WBGene00013695	epg-8	172847
WBGene00013696	Y106G6A.4	172848
WBGene00013697	dsbn-1	172849
WBGene00013698	Y106G6D.1	190915
WBGene00013699	Y106G6D.2	172875
WBGene00013700	Y106G6D.3	190916
WBGene00013701	Y106G6D.4	172876
WBGene00013702	Y106G6D.6	190917
WBGene00013703	rbm-12	172878
WBGene00013704	Y106G6D.8	3565292
WBGene00013705	Y106G6E.1	190919
WBGene00013706	Y106G6E.2	
WBGene00013707	Y106G6E.3	
WBGene00013708	Y106G6E.4	190922
WBGene00013709	csnk-1	172891
WBGene00013710	Y106G6G.1	172900
WBGene00013711	Y106G6G.2	172898
WBGene00013712	dlc-6	190923
WBGene00013713	Y106G6G.4	260220
WBGene00013716	Y106G6H.1	172919
WBGene00013717	madf-10	190925
WBGene00013718	pdpr-1	172922
WBGene00013719	Y106G6H.6	172923
WBGene00013720	Y106G6H.8	190926
WBGene00013721	Y106G6H.9	190927
WBGene00013722	Y106G6H.10	
WBGene00013723	Y106G6H.13	190929
WBGene00013724	Y106G6H.14	172926
WBGene00013725	ska-1	190930
WBGene00013726	Y106G6H.16	172927
WBGene00013727	Y111B2A.1	190948
WBGene00013728	Y111B2A.2	176675
WBGene00013729	Y111B2A.3	3565020
WBGene00013730	sql-1	190949
WBGene00013732	aakg-1	3565679
WBGene00013734	Y111B2A.10	176678
WBGene00013735	Y111B2A.12	176680
WBGene00013736	gtf-2A2	176682
WBGene00013737	tpst-1	176684
WBGene00013738	elpc-2	176687
WBGene00013739	spin-4	
WBGene00013740	hut-1	176690
WBGene00013741	Y111B2A.21	190953
WBGene00013742	sas-1	190956
WBGene00013744	Y111B2A.27	3565325
WBGene00013746	lgc-55	180312
WBGene00013747	spe-19	190958
WBGene00013748	ssu-1	190959
WBGene00013749	Y113G7A.12	190960
WBGene00013750	Y113G7A.13	190961
WBGene00013751	Y113G7A.14	190962
WBGene00013752	nlp-69	180316
WBGene00013753	Y113G7A.16	259683
WBGene00013754	fbxa-116	190968
WBGene00013755	fbxa-115	190970
WBGene00013756	ftr-1	180320
WBGene00013757	fbxa-113	190971
WBGene00013758	fbxa-114	190972
WBGene00013759	fbxb-59	190973
WBGene00013760	srbc-34	190974
WBGene00013761	Y113G7B.11	180322
WBGene00013762	Y113G7B.12	190975
WBGene00013763	Y113G7B.14	
WBGene00013764	Y113G7B.15	190976
WBGene00013765	cdkr-3	180327
WBGene00013766	prmt-1	180326
WBGene00013768	sld-5	190979
WBGene00013770	Y113G7B.26	
WBGene00013771	Y113G7C.1	180332
WBGene00013772	clec-192	
WBGene00013773	Y116A8A.2	190983
WBGene00013774	clec-193	190984
WBGene00013775	Y116A8A.4	190985
WBGene00013776	Y116A8A.6	190986
WBGene00013777	Y116A8A.7	190987
WBGene00013778	clec-194	178467
WBGene00013779	Y116A8B.1	178500
WBGene00013781	Y116A8B.4	190989
WBGene00013782	npr-32	190990
WBGene00013783	Y116A8C.1	
WBGene00013784	Y116A8C.3	190992
WBGene00013785	nep-23	178472
WBGene00013786	nep-24	190993
WBGene00013788	Y116A8C.8	
WBGene00013789	Y116A8C.9	178473
WBGene00013790	Y116A8C.10	3565140
WBGene00013791	Y116A8C.11	190998
WBGene00013792	Y116A8C.13	190999
WBGene00013794	dct-13	178476
WBGene00013795	nhr-229	191001
WBGene00013796	Y116A8C.19	178477
WBGene00013797	Y116A8C.20	178478
WBGene00013798	clec-195	191002
WBGene00013799	athp-3	178479
WBGene00013800	Y116A8C.23	178480
WBGene00013801	Y116A8C.24	178481
WBGene00013802	Y116A8C.25	191003
WBGene00013803	snx-13	178482
WBGene00013804	Y116A8C.27	191004
WBGene00013805	bca-2	178484
WBGene00013806	Y116A8C.29	191005
WBGene00013807	Y116A8C.30	178485
WBGene00013808	sfa-1	178486
WBGene00013809	Y116A8C.33	178488
WBGene00013810	Y116A8C.37	191006
WBGene00013811	Y116A8C.38	178492
WBGene00013812	Y116A8C.40	191007
WBGene00013814	Y116A8C.43	191009
WBGene00013815	Y116A8C.44	3566001
WBGene00013816	Y116F11A.1	180297
WBGene00013817	Y116F11A.3	191010
WBGene00013819	Y116F11A.6	180296
WBGene00013820	Y116F11B.2	191015
WBGene00013821	srz-35	
WBGene00013822	Y116F11B.6	191018
WBGene00013823	Y116F11B.7	191019
WBGene00013824	Y116F11B.8	191020
WBGene00013825	Y116F11B.9	191021
WBGene00013826	Y116F11B.10	
WBGene00013827	Y116F11B.11	
WBGene00013828	Y116F11B.13	191024
WBGene00013829	Y116F11B.14	191025
WBGene00013830	ZC15.1	191050
WBGene00013831	clec-262	191051
WBGene00013832	ZC15.3	180331
WBGene00013833	ZC15.5	191052
WBGene00013834	clec-261	180330
WBGene00013835	mlt-4	180329
WBGene00013836	fbxa-29	191056
WBGene00013837	fbxa-30	191058
WBGene00013838	fbxa-31	191059
WBGene00013839	fbxa-32	191060
WBGene00013840	fbxa-151	191061
WBGene00013841	fbxa-33	
WBGene00013842	fbxa-34	
WBGene00013843	fbxa-49	
WBGene00013844	fbxa-50	191064
WBGene00013845	fbxa-37	175292
WBGene00013846	ZC84.1	191073
WBGene00013847	cls-3	176298
WBGene00013848	npr-29	176300
WBGene00013849	ZC84.6	176299
WBGene00013850	ZC84.7	3565556
WBGene00013852	hhat-1	259478
WBGene00013853	ZC116.1	259343
WBGene00013854	cyc-2.2	179728
WBGene00013855	ZC116.3	179729
WBGene00013856	ZC168.2	191091
WBGene00013857	orc-5	177964
WBGene00013858	ssp-34	177966
WBGene00013859	ZC247.1	172895
WBGene00013860	ZC247.2	172894
WBGene00013862	wdr-5.3	179489
WBGene00013863	ZC302.3	191136
WBGene00013865	ZC334.7	3565697
WBGene00013866	cbs-1	181215
WBGene00013867	ZC373.2	181216
WBGene00013868	ZC373.3	191145
WBGene00013869	mlck-1	181217
WBGene00013870	ZC373.5	181218
WBGene00013871	gnrr-3	191147
WBGene00013872	ZC374.2	191148
WBGene00013873	ZC376.1	179918
WBGene00013874	ZC376.2	179917
WBGene00013875	ZC376.3	179916
WBGene00013876	ceh-74	191149
WBGene00013877	ZC376.6	179921
WBGene00013878	atfs-1	179922
WBGene00013879	ZC376.8	179919
WBGene00013880	mppb-1	177725
WBGene00013881	mans-4	177726
WBGene00013882	msa-1	177728
WBGene00013883	npr-13	191160
WBGene00013884	ZC412.3	3565691
WBGene00013886	ZC412.5	191161
WBGene00013887	nspa-5	179983
WBGene00013888	nspa-3	191162
WBGene00013889	ZC412.8	191163
WBGene00013890	ZC412.9	191164
WBGene00013891	ZC434.3	172903
WBGene00013892	ZC434.4	172902
WBGene00013893	coa-6	172906
WBGene00013894	ZC434.8	172907
WBGene00013895	ZC434.9	172908
WBGene00013896	ZC443.1	179756
WBGene00013897	ZC443.2	179757
WBGene00013898	ZC443.3	179758
WBGene00013899	ZC443.4	191170
WBGene00013900	ugt-18	179759
WBGene00013901	ugt-16	191171
WBGene00013902	ZC455.1	179751
WBGene00013903	ugt-3	191174
WBGene00013904	ugt-6	179755
WBGene00013905	ugt-4	179754
WBGene00013906	ugt-5	179753
WBGene00013907	sre-20	191175
WBGene00013908	srbc-43	191176
WBGene00013909	srbc-44	191177
WBGene00013910	srbc-45	191178
WBGene00013911	irld-60	191184
WBGene00013912	irld-19	191185
WBGene00013913	irld-61	191186
WBGene00013914	lgc-37	176694
WBGene00013915	irld-20	191188
WBGene00013916	ZC504.1	191192
WBGene00013917	cdk-11.2	181247
WBGene00013918	C12C8.t6	
WBGene00013919	ZC506.1	181210
WBGene00013920	pssy-1	181211
WBGene00013921	best-22	191197
WBGene00013923	ghi-1	191210
WBGene00013924	rad-23	174785
WBGene00013925	coa-7	174784
WBGene00013926	nep-1	174787
WBGene00013927	clec-95	173010
WBGene00013928	clec-94	173009
WBGene00013929	clec-93	191212
WBGene00013930	clec-96	191213
WBGene00013931	clec-97	191214
WBGene00013932	clec-98	191215
WBGene00013933	clec-99	173011
WBGene00013934	ZK131.11	175024
WBGene00013935	ZK218.1	191243
WBGene00013937	ZK218.3	180138
WBGene00013938	ZK218.4	191244
WBGene00013939	ZK218.5	191245
WBGene00013940	nhr-248	191246
WBGene00013941	ZK218.7	191247
WBGene00013942	ZK218.8	
WBGene00013943	ZK218.11	191249
WBGene00013944	ZK228.1	191250
WBGene00013946	ZK228.3	180200
WBGene00013947	ZK228.4	180201
WBGene00013948	C13B4.t1	
WBGene00013949	ZK262.2	180197
WBGene00013950	ZK262.3	191267
WBGene00013951	ZK262.4	191268
WBGene00013953	ZK262.8	191270
WBGene00013954	ZK262.9	191271
WBGene00013955	kri-1	191275
WBGene00013956	ZK265.3	191276
WBGene00013957	sre-23	172608
WBGene00013958	nol-16	191277
WBGene00013959	ZK265.7	191278
WBGene00013960	cutl-8	3565740
WBGene00013961	ZK285.2	3565533
WBGene00013962	ZK287.1	179356
WBGene00013963	sulp-8	179357
WBGene00013964	nlp-73	191281
WBGene00013965	ZK287.4	191282
WBGene00013966	ztf-9	191283
WBGene00013967	ZK287.7	179359
WBGene00013968	ZK287.9	3565283
WBGene00013969	tep-1	173367
WBGene00013970	klu-1	173366
WBGene00013971	scl-19	191308
WBGene00013972	scl-20	191309
WBGene00013973	asp-18	191310
WBGene00013974	npr-9	191320
WBGene00013975	ZK455.5	191321
WBGene00013976	hizr-1	191322
WBGene00013978	ZK507.1	191336
WBGene00013979	ZK507.3	191337
WBGene00013980	dos-1	191338
WBGene00013982	ZK512.1	191340
WBGene00013983	ZK512.2	176292
WBGene00013984	ZK512.4	176293
WBGene00013985	sec-16	176289
WBGene00013986	ZK512.7	176290
WBGene00013987	ZK512.8	176294
